known_status,reaction_id,mcid,pdg_identifier,title,reactant_names_aaa,product_names_aaa,reactant_electrinos,product_electrinos,electrino_delta,reactant_positrinos,product_positrinos,positrino_delta
u,tau_minus_s035_332,15,S035.332/2025,tau- decay mode 58,e3,au.d2.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,62,5,61,56,5
u,tau_minus_s035_333,15,S035.333/2025,tau- decay mode 59,e3,au.d2.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,86,5,85,80,5
u,tau_minus_s035_353,15,S035.353/2025,tau- decay mode 240,e3,aP.ae.e2,37,32,5,31,26,5
u,tau_minus_s035_354,15,S035.354/2025,tau- decay mode 241,e3,aP.e.ae2,37,32,5,31,26,5
u,tau_minus_s035_356,15,S035.356/2025,tau- decay mode 189,e3,e2.hp.hp,25,20,5,19,14,5
u,tau_minus_s035_37,15,S035.37/2025,tau- decay mode 213,e3,e2.ae.e,25,20,5,19,14,5
u,tau_minus_s035_39,15,S035.39/2025,tau- decay mode 191,e3,e2.u.au.d.ad,37,32,5,31,26,5
u,tau_minus_s035_47,15,S035.47/2025,tau- decay mode 218,e3,e2.u.ad.d.au,37,32,5,31,26,5
u,tau_minus_s035_48,15,S035.48/2025,tau- decay mode 219,e3,ae2.d.au.d.au,37,32,5,31,26,5
u,tau_minus_s035_49,15,S035.49/2025,tau- decay mode 220,e3,e.u.ad.au.d2,37,32,5,31,26,5
u,tau_minus_s035_50,15,S035.50/2025,tau- decay mode 222,e3,ae.d.au.au.d2,37,32,5,31,26,5
u,tau_minus_s035_56,15,S035.56/2025,tau- decay mode 214,e3,ae2.e.e,25,20,5,19,14,5
u,tau_minus_s035_77,15,S035.77/2025,tau- decay mode 221,e3,e.d.au.u.ad2,37,32,5,31,26,5
u,k_plus_s010_11,321,S010.11/2025,K+ decay mode 1,u.ad2,ae.v,14,9,5,20,15,5
u,k_plus_s010_118,321,S010.118/2025,K+ decay mode 29,u.ad2,u.ad.ae.e.hp,32,27,5,38,33,5
u,k_plus_s010_120,321,S010.120/2025,K+ decay mode 24,u.ad2,u.ad.u.au.d.ad.ae.e,50,45,5,56,51,5
u,k_plus_s010_121,321,S010.121/2025,K+ decay mode 53,u.ad2,d.au.u.au.d.ad.ae.ae,50,45,5,56,51,5
u,k_plus_s010_123,321,S010.123/2025,K+ decay mode 40,u.ad2,u.ad.ae.e.ae.e,38,33,5,44,39,5
u,k_plus_s010_14,321,S010.14/2025,K+ decay mode 26,u.ad2,u.ad.u.ad.d.au.hp,44,39,5,50,45,5
u,k_plus_s010_15,321,S010.15/2025,K+ decay mode 38,u.ad2,u.ad.ae.e,26,21,5,32,27,5
u,k_plus_s010_17,321,S010.17/2025,K+ decay mode 27,u.ad2,u.ad.hp.hp,26,21,5,32,27,5
u,k_plus_s010_18,321,S010.18/2025,K+ decay mode 18,u.ad2,u.au.d.ad.ae.v.hp,44,39,5,50,45,5
u,k_plus_s010_19,321,S010.19/2025,K+ decay mode 51,u.ad2,d.au.ae.ae,26,21,5,32,27,5
u,k_plus_s010_2,321,S010.2/2025,K+ decay mode 10,u.ad2,u.ad.u.au.d.ad,38,33,5,44,39,5
u,k_plus_s010_21,321,S010.21/2025,K+ decay mode 17,u.ad2,ae.v.hp,20,15,5,26,21,5
u,k_plus_s010_22,321,S010.22/2025,K+ decay mode 56,u.ad2,u.ad.hp,20,15,5,26,21,5
u,k_plus_s010_23,321,S010.23/2025,K+ decay mode 28,u.ad2,u.ad.hp.hp.hp,32,27,5,38,33,5
u,k_plus_s010_24,321,S010.24/2025,K+ decay mode 5,u.ad2,u.au.d.ad.u.au.d.ad.ae.v,62,57,5,68,63,5
u,k_plus_s010_3,321,S010.3/2025,K+ decay mode 12,u.ad2,u.ad.u.ad.d.au,38,33,5,44,39,5
u,k_plus_s010_32,321,S010.32/2025,K+ decay mode 32,u.ad2,ae.v.ae.e,26,21,5,32,27,5
u,k_plus_s010_36,321,S010.36/2025,K+ decay mode 55,u.ad2,u.au.d.ad.ae.av,38,33,5,44,39,5
u,k_plus_s010_37,321,S010.37/2025,K+ decay mode 25,u.ad2,u.ad.u.au.d.ad.u.au.d.ad.hp,68,63,5,74,69,5
u,k_plus_s010_4,321,S010.4/2025,K+ decay mode 11,u.ad2,u.ad.u.au.d.ad.u.au.d.ad,62,57,5,68,63,5
u,k_plus_s010_44,321,S010.44/2025,K+ decay mode 9,u.ad2,u.au.d.ad.u.au.d.ad.u.au.d.ad.ae.v,86,81,5,92,87,5
u,k_plus_s010_47,321,S010.47/2025,K+ decay mode 21,u.ad2,u.au.d.ad.u.au.d.ad.ae.v.hp,68,63,5,74,69,5
u,k_plus_s010_6,321,S010.6/2025,K+ decay mode 3,u.ad2,u.au.d.ad.ae.v,38,33,5,44,39,5
u,k_plus_s010_7,321,S010.7/2025,K+ decay mode 7,u.ad2,u.ad.d.au.ae.v,38,33,5,44,39,5
u,k_plus_s010_8,321,S010.8/2025,K+ decay mode 36,u.ad2,u.ad.u.ad.e.av,38,33,5,44,39,5
u,b0_s042_10,511,S042.10/2025,B0 decay mode 288,d.ad3,u.ad2.d.au,28,23,5,28,23,5
u,b0_s042_143,511,S042.143/2025,B0 decay mode 338,d.ad3,u.ad2.d.au.u.ad.d.au,52,47,5,52,47,5
u,b0_s042_144,511,S042.144/2025,B0 decay mode 289,d.ad3,d.ad2.u.au.d.ad,40,35,5,40,35,5
u,b0_s042_18,511,S042.18/2025,B0 decay mode 567,d.ad3,d.ad2.ae.e,28,23,5,28,23,5
u,b0_s042_220,511,S042.220/2025,B0 decay mode 478,d.ad3,P.aP.d.ad2,52,47,5,52,47,5
u,b0_s042_229,511,S042.229/2025,B0 decay mode 312,d.ad3,u.ad2.d.au.u.au.d.ad,52,47,5,52,47,5
u,b0_s042_231,511,S042.231/2025,B0 decay mode 404,d.ad3,u.ad2.d.au.hp,34,29,5,34,29,5
u,b0_s042_310,511,S042.310/2025,B0 decay mode 409,d.ad3,d.ad2.u.ad.d.au.hp,46,41,5,46,41,5
u,b0_s042_376,511,S042.376/2025,B0 decay mode 410,d.ad3,u.ad2.d.au.u.au.d.ad.hp,58,53,5,58,53,5
u,b0_s042_571,511,S042.571/2025,B0 decay mode 477,d.ad3,P.aP.u.ad2.d.au,64,59,5,64,59,5
u,b0_s042_624,511,S042.624/2025,B0 decay mode 593,d.ad3,P.e2,28,23,5,28,23,5
u,b0_s042_80,511,S042.80/2025,B0 decay mode 322,d.ad3,d.ad2.u.ad.d.au,40,35,5,40,35,5
u,b_plus_s041_11,521,S041.11/2025,B+ decay mode 638,u.ad3,u.ad2.ae.e,25,20,5,31,26,5
u,b_plus_s041_223,521,S041.223/2025,B+ decay mode 388,u.ad3,u.ad2.u.au.d.ad,37,32,5,43,38,5
u,b_plus_s041_282,521,S041.282/2025,B+ decay mode 415,u.ad3,u.ad2.d.au.u.ad,37,32,5,43,38,5
u,b_plus_s041_283,521,S041.283/2025,B+ decay mode 430,u.ad3,au.d2.u.ad.u.ad,37,32,5,43,38,5
u,b_plus_s041_305,521,S041.305/2025,B+ decay mode 434,u.ad3,d.ad2.u.ad.u.au.d.ad,49,44,5,55,50,5
u,b_plus_s041_307,521,S041.307/2025,B+ decay mode 506,u.ad3,u.ad2.d.au.u.ad.hp,43,38,5,49,44,5
u,b_plus_s041_313,521,S041.313/2025,B+ decay mode 567,u.ad3,P.aP.u.ad2,49,44,5,55,50,5
u,b_plus_s041_474,521,S041.474/2025,B+ decay mode 510,u.ad3,d.ad2.u.ad.u.au.d.ad.hp,55,50,5,61,56,5
u,b_plus_s041_5,521,S041.5/2025,B+ decay mode 387,u.ad3,d.ad2.u.ad,25,20,5,31,26,5
u,b_plus_s041_584,521,S041.584/2025,B+ decay mode 428,u.ad3,u.ad2.u.au.d.ad.u.au.d.ad,61,56,5,67,62,5
u,b_plus_s041_86,521,S041.86/2025,B+ decay mode 652,u.ad3,u.ad.ae.e2,25,20,5,31,26,5
u,b_plus_s041_87,521,S041.87/2025,B+ decay mode 653,u.ad3,u.ad.e.ae2,25,20,5,31,26,5
u,b_plus_s041_92,521,S041.92/2025,B+ decay mode 675,u.ad3,d.au.ae.ae2,25,20,5,31,26,5
u,b_plus_s041_94,521,S041.94/2025,B+ decay mode 679,u.ad3,au.d2.ae.ae,25,20,5,31,26,5
u,tau_plus_s035_42,-15,S035.42/2025,tau+ decay mode 192,ae3,e.d.ad2.ad.d2,31,31,0,37,25,12
u,tau_plus_s035_41,-15,S035.41/2025,tau+ decay mode 193,ae3,e2.d.ad2.ad.d2,31,30,1,37,24,13
u,tau_plus_s035_288,-15,S035.288/2025,tau+ decay mode 223,ae3,e.d.ad2.ad.d2.d.ad2.ad.d2,55,53,2,61,47,14
u,p_s016_84,2212,S016.84/2025,p decay mode 89,P,e.d.ad2.ad.d2,33,31,2,39,25,14
u,p_s016_85,2212,S016.85/2025,p decay mode 91,P,e.d.ad2.ad.d2,33,31,2,39,25,14
u,pbar_s016_50,-2212,S016.50/2025,pbar decay mode 14,aP,ae.d.ad2.ad.d2,39,25,14,33,31,2
u,pbar_s016_51,-2212,S016.51/2025,pbar decay mode 15,aP,ae.d.ad2.ad.d2,39,25,14,33,31,2
u,b_minus_s041_324,-521,S041.324/2025,B- decay mode 454,au.d3,d.ad2.ad.d2.d.ad2.ad.d2.u.ad,67,53,14,61,59,2
u,tau_plus_s035_289,-15,S035.289/2025,tau+ decay mode 229,ae3,e2.d.ad2.ad.d2.d.ad2.ad.d2,55,52,3,61,46,15
u,p_s016_90,2212,S016.90/2025,p decay mode 90,P,e2.d.ad2.ad.d2,33,30,3,39,24,15
u,p_s016_91,2212,S016.91/2025,p decay mode 92,P,e2.d.ad2.ad.d2,33,30,3,39,24,15
u,pbar_s016_52,-2212,S016.52/2025,pbar decay mode 17,aP,ae2.d.ad2.ad.d2,39,24,15,33,30,3
u,pbar_s016_53,-2212,S016.53/2025,pbar decay mode 18,aP,ae2.d.ad2.ad.d2,39,24,15,33,30,3
u,b_minus_s041_323,-521,S041.323/2025,B- decay mode 450,au.d3,u.ad2.d.ad2.ad.d2.d.ad2.ad.d2,67,52,15,61,58,3
u,tau_plus_s035_214,-15,S035.214/2025,tau+ decay mode 48,ae3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,63,4,73,57,16
u,tau_plus_s035_240,-15,S035.240/2025,tau+ decay mode 49,ae3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,63,4,73,57,16
u,tau_plus_s035_241,-15,S035.241/2025,tau+ decay mode 52,ae3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,87,4,97,81,16
u,tau_plus_s035_242,-15,S035.242/2025,tau+ decay mode 56,ae3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,87,4,97,81,16
u,tau_plus_s035_342,-15,S035.342/2025,tau+ decay mode 50,ae3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,63,4,73,57,16
u,tau_plus_s035_343,-15,S035.343/2025,tau+ decay mode 57,ae3,d.au.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,87,4,97,81,16
u,tau_plus_s035_332,-15,S035.332/2025,tau+ decay mode 58,ae3,au.d2.d.ad2.ad.d2.d.ad2.ad.d2.v3,67,62,5,73,56,17
u,tau_plus_s035_333,-15,S035.333/2025,tau+ decay mode 59,ae3,au.d2.d.ad2.ad.d2.d.ad2.ad.d2.u.au.d.ad.v3,91,86,5,97,80,17
